filename;class;xmin;ymin;xmax;ymax
1478897266568630611_jpg.rf.69c722f11080508a5a42229462b5357b.jpg;car;284;237;367;331
1478897266568630611_jpg.rf.69c722f11080508a5a42229462b5357b.jpg;car;345;238;383;271
1478899933349410534_jpg.rf.69daf4bc4365e7c42c9c9b1d5551dfb0.jpg;car;1;265;74;325
1478899933349410534_jpg.rf.69daf4bc4365e7c42c9c9b1d5551dfb0.jpg;car;126;264;149;293
1478899933349410534_jpg.rf.69daf4bc4365e7c42c9c9b1d5551dfb0.jpg;car;126;263;147;290
1478899933349410534_jpg.rf.69daf4bc4365e7c42c9c9b1d5551dfb0.jpg;car;148;262;161;283
1478899933349410534_jpg.rf.69daf4bc4365e7c42c9c9b1d5551dfb0.jpg;car;152;250;182;291
1478899933349410534_jpg.rf.69daf4bc4365e7c42c9c9b1d5551dfb0.jpg;car;156;253;179;287
1478899933349410534_jpg.rf.69daf4bc4365e7c42c9c9b1d5551dfb0.jpg;car;189;244;251;328
1478899933349410534_jpg.rf.69daf4bc4365e7c42c9c9b1d5551dfb0.jpg;pedestrian;335;233;344;262
1478899933349410534_jpg.rf.69daf4bc4365e7c42c9c9b1d5551dfb0.jpg;pedestrian;336;235;343;262
1478896666143461868_jpg.rf.69deec386ac6ced8887d38a82ec3bace.jpg;car;22;239;140;310
1478896666143461868_jpg.rf.69deec386ac6ced8887d38a82ec3bace.jpg;car;0;234;53;276
1478896666143461868_jpg.rf.69deec386ac6ced8887d38a82ec3bace.jpg;car;87;202;347;477
1478896666143461868_jpg.rf.69deec386ac6ced8887d38a82ec3bace.jpg;pedestrian;390;213;418;363
1478896666143461868_jpg.rf.69deec386ac6ced8887d38a82ec3bace.jpg;pedestrian;409;263;437;360
1478896666143461868_jpg.rf.69deec386ac6ced8887d38a82ec3bace.jpg;car;491;282;512;412
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;car;223;258;259;291
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;pedestrian;365;249;374;288
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;pedestrian;354;249;362;290
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;pedestrian;346;254;354;289
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;pedestrian;323;251;335;291
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;car;42;256;81;298
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;car;79;259;103;294
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;car;84;225;253;443
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;pedestrian;265;247;272;282
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;pedestrian;271;247;278;282
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;pedestrian;286;249;315;294
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;pedestrian;296;251;309;288
1478898347448864142_jpg.rf.69mn9hzNYd28InfkAD9a.jpg;car;429;239;510;291
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;car;0;239;50;311
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;car;50;244;68;289
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;car;78;258;113;284
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;car;82;254;116;286
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;pedestrian;85;242;94;286
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;car;120;258;146;287
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;car;121;257;145;287
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;pedestrian;139;242;150;290
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;pedestrian;139;240;150;290
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;pedestrian;149;236;162;293
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;pedestrian;207;255;215;289
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;pedestrian;210;256;215;283
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;car;257;255;312;295
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;car;258;259;305;291
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;car;268;234;279;289
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;pedestrian;268;235;283;297
1478898512551145258_jpg.rf.69facae92dc4980675f9b5daf03e1b02.jpg;car;301;226;511;337
1478898249758334638_jpg.rf.6B0C8mVmMQttDtjSC3Fu.jpg;car;171;258;199;296
1478898249758334638_jpg.rf.6B0C8mVmMQttDtjSC3Fu.jpg;car;174;259;198;294
1478898249758334638_jpg.rf.6B0C8mVmMQttDtjSC3Fu.jpg;car;198;271;212;290
1478898249758334638_jpg.rf.6B0C8mVmMQttDtjSC3Fu.jpg;car;198;272;212;289
1478898249758334638_jpg.rf.6B0C8mVmMQttDtjSC3Fu.jpg;car;217;258;250;302
1478898249758334638_jpg.rf.6B0C8mVmMQttDtjSC3Fu.jpg;pedestrian;292;265;298;288
1478896417633118372_jpg.rf.6CcCMbfbiPVcga0KkRa0.jpg;car;0;256;40;332
1478896417633118372_jpg.rf.6CcCMbfbiPVcga0KkRa0.jpg;car;37;275;89;320
1478896417633118372_jpg.rf.6CcCMbfbiPVcga0KkRa0.jpg;car;39;269;91;324
1478896417633118372_jpg.rf.6CcCMbfbiPVcga0KkRa0.jpg;car;121;264;153;288
1478896417633118372_jpg.rf.6CcCMbfbiPVcga0KkRa0.jpg;car;210;260;227;284
1478896417633118372_jpg.rf.6CcCMbfbiPVcga0KkRa0.jpg;pedestrian;312;237;329;300
1478896417633118372_jpg.rf.6CcCMbfbiPVcga0KkRa0.jpg;car;315;226;371;274
1478896417633118372_jpg.rf.6CcCMbfbiPVcga0KkRa0.jpg;car;335;230;391;293
1478896417633118372_jpg.rf.6CcCMbfbiPVcga0KkRa0.jpg;car;339;231;383;289
1478022264601699000_jpg.rf.6BWVDEDHFkA276VJdbO1.jpg;car;0;229;22;295
1478022264601699000_jpg.rf.6BWVDEDHFkA276VJdbO1.jpg;pedestrian;114;230;121;251
1478022264601699000_jpg.rf.6BWVDEDHFkA276VJdbO1.jpg;car;137;229;156;257
1478022264601699000_jpg.rf.6BWVDEDHFkA276VJdbO1.jpg;car;140;231;155;255
1478022264601699000_jpg.rf.6BWVDEDHFkA276VJdbO1.jpg;car;166;231;175;248
1478022264601699000_jpg.rf.6BWVDEDHFkA276VJdbO1.jpg;car;183;220;215;265
1478022264601699000_jpg.rf.6BWVDEDHFkA276VJdbO1.jpg;car;186;228;209;260
1478022264601699000_jpg.rf.6BWVDEDHFkA276VJdbO1.jpg;car;213;229;228;248
1478022264601699000_jpg.rf.6BWVDEDHFkA276VJdbO1.jpg;pedestrian;333;213;349;281
1478022264601699000_jpg.rf.6BWVDEDHFkA276VJdbO1.jpg;pedestrian;334;216;353;282
1478022264601699000_jpg.rf.6BWVDEDHFkA276VJdbO1.jpg;car;386;209;505;276
1478899259227455871_jpg.rf.6CJkAw6PqfDxi83yjnX7.jpg;car;29;262;57;298
1478899259227455871_jpg.rf.6CJkAw6PqfDxi83yjnX7.jpg;car;102;265;128;288
1478899259227455871_jpg.rf.6CJkAw6PqfDxi83yjnX7.jpg;car;172;250;233;317
1478899259227455871_jpg.rf.6CJkAw6PqfDxi83yjnX7.jpg;car;257;260;275;301
1478899259227455871_jpg.rf.6CJkAw6PqfDxi83yjnX7.jpg;car;259;256;284;305
1478899259227455871_jpg.rf.6CJkAw6PqfDxi83yjnX7.jpg;car;271;268;312;316
1478899259227455871_jpg.rf.6CJkAw6PqfDxi83yjnX7.jpg;pedestrian;367;250;378;272
1478899259227455871_jpg.rf.6CJkAw6PqfDxi83yjnX7.jpg;car;400;248;502;317
1478899410620030877_jpg.rf.6DV2ZCfV8TpLuwPgukgc.jpg;pedestrian;0;255;22;317
1478899410620030877_jpg.rf.6DV2ZCfV8TpLuwPgukgc.jpg;pedestrian;71;251;97;320
1478899410620030877_jpg.rf.6DV2ZCfV8TpLuwPgukgc.jpg;car;108;209;260;329
1478899410620030877_jpg.rf.6DV2ZCfV8TpLuwPgukgc.jpg;pedestrian;403;211;433;305
1478899410620030877_jpg.rf.6DV2ZCfV8TpLuwPgukgc.jpg;pedestrian;423;208;450;282
1478899410620030877_jpg.rf.6DV2ZCfV8TpLuwPgukgc.jpg;car;485;229;511;302
1478732154069932560_jpg.rf.6M5NOQSAVcAcj7omEoJJ.jpg;pedestrian;37;249;47;276
1478732154069932560_jpg.rf.6M5NOQSAVcAcj7omEoJJ.jpg;car;62;176;149;308
1478732154069932560_jpg.rf.6M5NOQSAVcAcj7omEoJJ.jpg;car;145;236;178;280
1478732154069932560_jpg.rf.6M5NOQSAVcAcj7omEoJJ.jpg;car;204;236;233;272
1478732154069932560_jpg.rf.6M5NOQSAVcAcj7omEoJJ.jpg;car;229;236;244;259
1478732154069932560_jpg.rf.6M5NOQSAVcAcj7omEoJJ.jpg;car;231;232;250;258
1478732154069932560_jpg.rf.6M5NOQSAVcAcj7omEoJJ.jpg;car;258;237;279;265
1478899911069029797_jpg.rf.6RBxqoAYP3Q11tysaWA6.jpg;car;0;265;45;318
1478899911069029797_jpg.rf.6RBxqoAYP3Q11tysaWA6.jpg;pedestrian;46;228;100;360
1478899911069029797_jpg.rf.6RBxqoAYP3Q11tysaWA6.jpg;car;141;240;242;354
1478899911069029797_jpg.rf.6RBxqoAYP3Q11tysaWA6.jpg;car;272;247;306;316
1478899911069029797_jpg.rf.6RBxqoAYP3Q11tysaWA6.jpg;car;307;238;355;327
1478899911069029797_jpg.rf.6RBxqoAYP3Q11tysaWA6.jpg;car;341;235;395;352
1478899911069029797_jpg.rf.6RBxqoAYP3Q11tysaWA6.jpg;car;347;259;376;335
1478899911069029797_jpg.rf.6RBxqoAYP3Q11tysaWA6.jpg;car;372;213;510;379
1478899755107394552_jpg.rf.6PJRmyBVkHAduIPMqeNB.jpg;car;0;273;26;309
1478899755107394552_jpg.rf.6PJRmyBVkHAduIPMqeNB.jpg;car;65;260;113;317
1478899755107394552_jpg.rf.6PJRmyBVkHAduIPMqeNB.jpg;car;105;268;130;304
1478899755107394552_jpg.rf.6PJRmyBVkHAduIPMqeNB.jpg;car;138;262;157;288
1478899755107394552_jpg.rf.6PJRmyBVkHAduIPMqeNB.jpg;car;183;255;212;287
1478899755107394552_jpg.rf.6PJRmyBVkHAduIPMqeNB.jpg;car;208;255;222;273
1478899755107394552_jpg.rf.6PJRmyBVkHAduIPMqeNB.jpg;pedestrian;237;143;311;499
1478899755107394552_jpg.rf.6PJRmyBVkHAduIPMqeNB.jpg;pedestrian;241;148;312;501
1478899755107394552_jpg.rf.6PJRmyBVkHAduIPMqeNB.jpg;car;250;258;266;296
1478899755107394552_jpg.rf.6PJRmyBVkHAduIPMqeNB.jpg;pedestrian;348;149;511;510
1478899755107394552_jpg.rf.6PJRmyBVkHAduIPMqeNB.jpg;pedestrian;350;239;369;300
1478898146926195694_jpg.rf.6S8Qo1bPfIV8uBbjQ4Nk.jpg;car;461;239;512;273
1478898146926195694_jpg.rf.6S8Qo1bPfIV8uBbjQ4Nk.jpg;car;102;262;125;289
1478898146926195694_jpg.rf.6S8Qo1bPfIV8uBbjQ4Nk.jpg;car;106;264;124;284
1478898146926195694_jpg.rf.6S8Qo1bPfIV8uBbjQ4Nk.jpg;pedestrian;191;247;204;288
1478898146926195694_jpg.rf.6S8Qo1bPfIV8uBbjQ4Nk.jpg;car;254;253;300;278
1478898146926195694_jpg.rf.6S8Qo1bPfIV8uBbjQ4Nk.jpg;car;308;253;344;280
1478896003447277632_jpg.rf.6QPR9Ihy3oNUU6yYERBN.jpg;pedestrian;216;259;231;314
1478896003447277632_jpg.rf.6QPR9Ihy3oNUU6yYERBN.jpg;pedestrian;218;264;229;313
1478896003447277632_jpg.rf.6QPR9Ihy3oNUU6yYERBN.jpg;pedestrian;226;259;239;309
1478896003447277632_jpg.rf.6QPR9Ihy3oNUU6yYERBN.jpg;pedestrian;227;259;238;306
1478898361732987402_jpg.rf.6QfDUgnyIyy3R17m2Oux.jpg;car;0;225;74;410
1478898361732987402_jpg.rf.6QfDUgnyIyy3R17m2Oux.jpg;car;73;257;107;294
1478898361732987402_jpg.rf.6QfDUgnyIyy3R17m2Oux.jpg;car;89;233;253;434
1478898361732987402_jpg.rf.6QfDUgnyIyy3R17m2Oux.jpg;pedestrian;245;231;271;341
1478898361732987402_jpg.rf.6QfDUgnyIyy3R17m2Oux.jpg;pedestrian;292;246;301;288
1478898361732987402_jpg.rf.6QfDUgnyIyy3R17m2Oux.jpg;pedestrian;300;247;310;291
1478898361732987402_jpg.rf.6QfDUgnyIyy3R17m2Oux.jpg;pedestrian;346;247;357;292
1478898361732987402_jpg.rf.6QfDUgnyIyy3R17m2Oux.jpg;pedestrian;353;249;366;294
1478898361732987402_jpg.rf.6QfDUgnyIyy3R17m2Oux.jpg;pedestrian;365;245;377;291
1478898361732987402_jpg.rf.6QfDUgnyIyy3R17m2Oux.jpg;pedestrian;392;237;405;294
1478898361732987402_jpg.rf.6QfDUgnyIyy3R17m2Oux.jpg;car;463;247;511;290
1478899960200096903_jpg.rf.6RrYTvOgZgSMIXFwJc5W.jpg;car;10;273;61;319
1478899960200096903_jpg.rf.6RrYTvOgZgSMIXFwJc5W.jpg;car;51;267;91;307
1478899960200096903_jpg.rf.6RrYTvOgZgSMIXFwJc5W.jpg;car;61;276;90;301
1478899960200096903_jpg.rf.6RrYTvOgZgSMIXFwJc5W.jpg;pedestrian;61;259;83;314
1478899960200096903_jpg.rf.6RrYTvOgZgSMIXFwJc5W.jpg;car;185;259;205;285
1478899960200096903_jpg.rf.6RrYTvOgZgSMIXFwJc5W.jpg;car;202;257;229;292
1478899793383187571_jpg.rf.6Vnv7eG4CS4eHkachQHW.jpg;pedestrian;495;154;512;473
1478899793383187571_jpg.rf.6Vnv7eG4CS4eHkachQHW.jpg;pedestrian;12;260;34;320
1478899793383187571_jpg.rf.6Vnv7eG4CS4eHkachQHW.jpg;car;63;260;89;293
1478899793383187571_jpg.rf.6Vnv7eG4CS4eHkachQHW.jpg;car;83;249;127;304
1478899793383187571_jpg.rf.6Vnv7eG4CS4eHkachQHW.jpg;car;155;247;178;286
1478899793383187571_jpg.rf.6Vnv7eG4CS4eHkachQHW.jpg;car;198;249;230;294
1478899793383187571_jpg.rf.6Vnv7eG4CS4eHkachQHW.jpg;pedestrian;297;239;313;296
1478899793383187571_jpg.rf.6Vnv7eG4CS4eHkachQHW.jpg;car;311;244;426;311
1478899793383187571_jpg.rf.6Vnv7eG4CS4eHkachQHW.jpg;pedestrian;419;139;467;486
1478899958486552357_jpg.rf.6RYWgYAC72D4yt9KFaD3.jpg;car;14;271;66;317
1478899958486552357_jpg.rf.6RYWgYAC72D4yt9KFaD3.jpg;car;52;265;92;305
1478899958486552357_jpg.rf.6RYWgYAC72D4yt9KFaD3.jpg;car;62;273;91;299
1478899958486552357_jpg.rf.6RYWgYAC72D4yt9KFaD3.jpg;pedestrian;94;254;116;309
